"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"LogicBots","0","0","6","0","3.13","3.13","0.55","0.88","-60.0","11.15","1.92","16","1.43","2017-01-31","290020"
"LogiGun","0","0","6","0","3.57","3.57","0.60","1.54","-154.5","0.27","2.42","13","1.59","2014-07-18","308360"
"LOGistICAL","0","0","9","0","4.78","4.78","0.55","0.77","-40.0","3.13","4.34","40","2.36","2018-12-28","573060"
"LOLLIPOP CHAINSAW RePOP","0","0","15","0","13.51","13.51","0.88","0.66","25.0","11.48","1.98","88","6.10","2024-11-28","2658450"
"LOLLIPOP!","0","0","6","0","4.72","4.72","0.77","0.88","-14.3","1.59","0.22","36","2.03","2021-06-05","1515230"
"LolliPop: The Best Indie Game","0","0","10","0","17.19","17.19","1.70","1.81","-6.5","81.50","1.43","18","7.41","2020-05-30","554980"
"Lolly Joe","0","0","5","0","11.92","11.92","2.36","1.81","23.3","0.22","16.37","32","4.12","2016-08-06","436060"
"London Detective Mysteria","0","0","15","0","7.14","7.14","0.49","0.00","100.0","3.46","52.56","44","3.02","2019-07-31","627350"
"Lone Leader","0","0","5","0","2.53","2.53","0.49","0.33","33.3","0.27","0.16","60","1.26","2016-11-14","518800"
"Lone Warrior","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2017-08-16","633880"
"Lone Wolf","0","0","7","0","10.76","10.76","1.54","2.36","-53.6","2.75","3.13","38","5.33","2024-12-18","348930"
"LONE WOLF: Horizon","0","0","5","0","2.97","2.97","0.60","1.04","-72.7","1.65","13.29","19","1.59","2016-02-12","429020"
"Lonely Mountains: Downhill","0","0","11","0","3.35","3.35","0.33","0.22","33.3","1.10","0.33","68","1.43","2020-10-30","711540"
"LONESTAR","0","0","6","0","2.31","2.31","0.38","0.49","-28.6","1.65","0.60","76","0.99","2024-02-08","2056210"
"Long and Hard... Summer!","0","0","6","0","22.13","22.13","3.68","1.48","59.7","3.19","3.13","13","9.61","2023-03-16","1770600"
"Long Gone Days","0","0","6","0","3.68","3.68","0.60","N/A","0.0","40.86","1.21","24","1.59","2019-08-07","510540"
"Long Live The Queen","0","0","11","0","4.01","4.01","0.38","0.49","-28.6","0.38","1.43","58","1.65","2013-11-10","251990"
"looK INside","0","0","5","0","2.58","2.58","0.49","0.55","-11.1","2.97","0.27","28","1.26","2020-02-11","1119710"
"Looking for Aliens","0","0","5","0","2.75","2.75","0.55","0.49","10.0","0.82","0.49","86","1.43","2023-08-15","1733500"
"Looking Up I See Only A Ceiling","0","0","5","0","5.82","5.82","1.15","1.21","-4.8","2.42","1.04","57","3.02","2023-11-14","1742930"
"Loop Hero","0","0","6","0","2.86","2.86","0.49","N/A","0.0","0.33","0.33","337","1.26","2021-03-12","1282730"
"Loop8: Summer of Gods","0","0","8","0","4.67","4.67","0.60","1.81","-200.0","1.65","8.90","49","2.09","2023-06-07","2127430"
"Looper Tactics","0","0","6","0","4.06","4.06","0.66","0.99","-50.0","1.48","2.97","14","1.70","2024-02-03","2140850"
"Loops of Zen","0","0","5","0","4.94","4.94","0.99","N/A","0.0","2.58","0.77","18","2.58","2017-08-16","563710"
"Loot Hero DX","0","0","9","1","2.75","2.75","0.33","0.16","50.0","0.16","0.16","122","1.43","2015-07-04","294040"
"Loot Hound","0","0","7","0","3.51","3.51","0.49","0.38","22.2","5.11","3.30","10","1.26","2015-11-18","411680"
"Loot Hunter","0","0","6","0","3.84","3.84","0.66","0.60","8.3","1.65","22.96","13","1.70","2015-01-23","341470"
"Loot or Die","0","0","10","0","6.21","6.21","0.60","0.22","63.6","0.33","0.33","20","2.64","2016-09-14","523760"
"Loot Rascals","0","0","10","0","3.24","3.24","0.33","0.22","33.3","0.60","0.38","22","1.43","2017-03-29","443880"
"LOR - League of Runners","0","0","12","0","5.55","5.55","0.44","1.81","-312.5","0.22","0.27","42","2.31","2017-03-01","587390"
"Lord Goblin","0","0","5","0","5.00","5.00","0.99","4.83","-388.9","0.00","0.00","24","2.58","2025-04-19","2483850"
"Lord of Rigel","0","0","15","0","28.72","28.72","1.92","3.84","-100.0","1.98","92.59","16","13.35","2024-08-27","437440"
"Lord of the Dark Castle","0","0","6","0","2.36","2.36","0.38","0.22","42.9","0.16","0.16","121","0.99","2015-07-25","349460"
"Lord of the Seal","0","0","5","0","6.70","6.70","1.32","0.00","100.0","1.32","0.60","18","3.46","2016-10-02","522610"
"Lords of Football","0","0","6","0","2.86","2.86","0.49","0.44","11.1","4.83","4.94","15","1.26","2013-08-01","230650"
"Lords of New York","0","0","8","0","13.95","13.95","1.76","0.44","75.0","1.65","0.66","10","6.10","2017-01-20","404070"
"Lords of the Black Sun","0","0","8","0","9.06","9.06","1.15","0.93","19.0","0.99","21.86","21","4.01","2014-09-12","246940"
"Lords of the Fallen","0","0","9","0","3.73","3.73","0.44","0.27","37.5","0.44","0.38","256","1.92","2023-10-22","1501750"
"Lords Of The Fallen","0","0","5","0","2.25","2.25","0.44","0.33","25.0","0.38","0.38","171","1.15","2014-10-28","265300"
"Lords of Xulima","0","0","9","0","3.35","3.35","0.38","0.44","-14.3","2.97","0.99","22","1.32","2014-08-25","296570"
"Lorelai","0","0","7","0","3.73","3.73","0.55","0.38","30.0","1.70","0.88","32","1.92","2019-04-26","593960"
"Lorelei and the Laser Eyes","0","0","5","0","2.36","2.36","0.49","0.49","0.0","1.65","0.55","67","1.26","2024-05-22","2008920"
"Loren The Amazon Princess","0","0","5","0","4.01","4.01","0.82","0.55","33.3","0.55","1.37","28","2.14","2014-01-15","257970"
"Lorenzo il Magnifico","0","0","10","0","5.44","5.44","0.55","5.00","-810.0","1.81","0.77","15","2.36","2023-05-11","1034540"
"Loretta","0","0","5","0","4.34","4.34","0.88","1.43","-62.5","1.98","0.71","12","1.54","2023-03-08","1592540"
"Lost","0","0","6","0","6.37","6.37","1.04","0.27","73.7","0.16","0.38","180","2.75","2020-01-10","1126290"
"Lost Alone Ultimate","0","0","15","0","10.05","10.05","0.66","0.55","16.7","3.46","18.12","17","4.56","2023-12-08","2341330"
"Lost Base Escape","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2017-01-24","578180"
"Lost Bros","0","0","6","0","3.19","3.19","0.55","N/A","0.0","0.44","0.22","19","1.43","2016-02-23","434390"
"Lost But Found","0","0","5","0","3.24","3.24","0.66","0.49","25.0","0.33","0.27","113","1.15","2024-12-18","3204250"
"Lost Castle","0","0","5","0","2.09","2.09","0.44","0.27","37.5","0.22","0.22","202","1.15","2016-02-03","434650"
"Lost Chapter","0","0","5","0","6.97","6.97","1.37","1.59","-16.0","8.40","0.60","22","3.57","2023-10-14","2356470"
"Lost Cities","0","0","5","0","9.67","9.67","1.92","N/A","0.0","10.87","2.09","22","5.00","2018-05-21","520680"
"Lost Crew","0","0","5","0","2.64","2.64","0.55","0.44","20.0","0.27","0.16","30","1.43","2016-09-15","522010"
"Lost Dimension","0","0","12","0","9.23","9.23","0.77","0.33","57.1","43.11","5.99","17","4.01","2017-10-31","626600"
"Lost Ember","0","0","16","0","6.54","6.54","0.38","0.60","-57.1","0.60","0.44","33","2.36","2019-11-22","563840"
"LOST EPIC","0","0","8","0","3.08","3.08","0.38","1.81","-371.4","0.60","3.57","45","1.32","2023-05-29","1426490"
"Lost Grimoires 2: Shard of Mystery","0","0","5","0","9.12","9.12","1.81","1.32","27.3","0.16","0.16","23","4.72","2017-03-09","574270"
"Lost Grimoires 3: The Forgotten Well","0","0","5","0","7.30","7.30","1.48","1.43","3.7","0.99","4.94","19","2.58","2018-12-04","740090"
"Lost Grimoires: Stolen Kingdom","0","0","5","0","3.24","3.24","0.66","0.88","-33.3","0.22","0.16","32","1.70","2016-11-09","536780"
"Lost Horizon 2","0","0","9","0","3.79","3.79","0.44","1.04","-137.5","1.37","2.97","25","1.92","2015-10-03","395560"
"Lost in a Forest","0","0","5","0","7.03","7.03","1.43","1.81","-26.9","1.98","52.23","18","3.73","2015-02-05","345280"
"Lost in Paradise","0","0","5","0","2.97","2.97","0.60","0.38","36.4","0.55","0.22","24","1.59","2015-08-20","381170"
"Lost in Random: The Eternal Die","0","0","6","0","14.06","14.06","2.36","5.00","-111.6","0.00","0.00","16","4.12","2025-06-18","2564520"
"Lost in Random™","0","0","5","0","2.91","2.91","0.60","0.44","27.3","0.33","0.38","66","1.59","2021-09-11","1462570"
"Lost in Secular Love","0","0","8","0","6.21","6.21","0.77","0.93","-21.4","2.42","5.05","18","2.69","2016-10-28","520850"
"Lost in Vivo","0","0","11","0","4.94","4.94","0.44","0.44","0.0","0.66","1.70","27","2.31","2019-01-15","963710"
"Lost In Woods 2","0","0","8","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-10-01","528090"
"Lost Judgment","0","0","8","0","2.69","2.69","0.33","0.27","16.7","0.44","0.38","252","1.15","2022-10-06","2058190"
"Lost Lands: The Wanderer","0","0","6","0","4.83","4.83","0.82","0.00","100.0","3.13","0.66","10","2.14","2017-05-08","626640"
"Lost Marbles","0","0","8","0","6.21","6.21","0.77","0.88","-14.3","0.22","4.94","99","2.69","2014-05-30","291430"
"Lost Nova","0","0","6","0","3.02","3.02","0.49","1.81","-266.7","9.83","0.33","15","1.26","2022-05-15","1603410"
"LOST ORBIT","0","0","6","0","3.35","3.35","0.55","0.27","50.0","1.26","1.04","7","1.43","2015-05-13","282640"
"LOST ORBIT: Terminal Velocity","0","0","5","0","12.14","12.14","2.42","0.77","68.2","1.10","0.22","12","6.32","2019-07-11","372320"
"Lost Planet 3","0","0","8","0","2.47","2.47","0.33","0.22","33.3","0.33","0.27","144","1.15","2013-08-27","226720"
"Lost Saga North America","0","0","8","0","3.51","3.51","0.44","0.66","-50.0","0.60","0.66","103","1.54","2014-11-26","266150"
"Lost Sea","0","0","9","0","3.51","3.51","0.38","0.77","-100.0","1.59","0.55","16","1.65","2016-07-06","334280"
"Lost Socks: Naughty Brothers","0","0","15","0","7.08","7.08","0.49","1.26","-155.6","1.65","0.77","57","3.46","2016-12-13","501480"
"LOST SPHEAR","0","0","9","0","17.57","17.57","1.98","0.71","63.9","0.00","98.74","11","8.62","2018-01-23","525240"
"Lost Technology","0","0","12","0","3.57","3.57","0.27","0.27","0.0","2.69","1.70","32","1.43","2017-08-03","420520"
"Lost Wing","0","0","5","0","10.43","10.43","2.09","1.81","13.2","1.04","13.29","17","3.62","2017-11-24","556960"
"Lost Words: Beyond the Page","0","0","7","0","2.91","2.91","0.38","3.68","-857.1","1.32","0.27","26","0.99","2021-04-01","599610"
"Lost2","0","0","8","0","2.80","2.80","0.33","0.27","16.7","0.44","2.09","63","1.15","2023-01-03","1930640"
"Lost: Find","0","0","8","0","2.86","2.86","0.38","0.33","14.3","0.55","0.38","85","1.32","2022-01-04","1801650"
"LostWinds","0","0","6","0","2.53","2.53","0.44","0.22","50.0","0.16","0.16","28","1.15","2016-03-24","447780"
"LostWinds 2: Winter of the Melodias","0","0","6","0","2.91","2.91","0.49","0.27","44.4","2.14","0.33","15","1.26","2016-03-24","447800"
"Lotion samurai","0","0","5","0","2.75","2.75","0.55","1.26","-130.0","5.11","5.38","25","1.43","2024-05-28","1291370"
"Louie Cooks","0","0","8","0","4.94","4.94","0.60","2.20","-263.6","0.33","2.09","17","2.09","2015-11-11","398480"
"LOVE","0","0","5","0","2.64","2.64","0.55","0.33","40.0","0.22","0.27","12","0.93","2014-02-14","269270"
"LOVE 2: kuso","0","0","6","0","2.97","2.97","0.49","0.33","33.3","1.32","0.16","12","1.26","2017-11-06","578930"
"Love And Order","0","0","5","0","5.16","5.16","1.04","7.30","-600.0","1.54","92.37","14","1.81","2015-04-10","350490"
"Love at First Sight","0","0","9","0","6.32","6.32","0.71","0.77","-7.7","4.39","2.25","44","3.13","2015-05-19","353330"
"Love Bites","0","0","5","0","4.67","4.67","0.93","N/A","0.0","30.43","2.36","30","2.42","2018-06-03","617970"
"Love Breakout","0","0","8","0","4.34","4.34","0.55","0.55","0.0","0.16","0.77","67","1.92","2021-02-10","1252560"
"Love Delivery","0","0","5","0","6.37","6.37","1.26","N/A","0.0","5.55","14.83","38","3.30","2025-05-27","1817940"
"Love Duction! The Guide for Galactic Lovers","0","0","6","0","7.30","7.30","1.21","1.48","-22.7","8.73","10.82","37","3.13","2021-10-19","1709210"
"Love Esquire","0","0","10","0","7.36","7.36","0.71","0.77","-7.7","1.48","0.49","29","3.13","2019-11-10","849740"
"Love Flute","0","0","6","0","11.15","11.15","1.87","1.81","2.9","0.71","1.10","38","4.89","2021-10-15","1735980"
"Love in Login","0","0","6","0","3.19","3.19","0.55","1.76","-220.0","11.37","3.02","108","1.43","2025-01-10","2661620"
"Love in the Glen","0","0","6","0","6.86","6.86","1.15","0.88","23.8","1.98","0.16","26","3.02","2016-06-12","459130"
"Love in the Limelight","0","0","5","0","3.57","3.57","0.71","1.15","-61.5","10.32","0.44","23","1.26","2019-07-25","1006250"
"Love Is All Around","0","0","7","0","2.20","2.20","0.33","0.44","-33.3","0.33","0.33","1759","0.88","2023-11-22","2322560"
"Love is Dead","0","0","13","0","5.93","5.93","0.44","0.33","25.0","1.37","0.55","27","2.31","2019-09-03","453910"
"Love Language Japanese","0","0","5","0","26.09","26.09","5.22","N/A","0.0","0.71","2.97","13","13.62","2019-01-28","445800"
"Love Love Candy","0","0","8","0","6.70","6.70","0.82","1.15","-40.0","23.62","5.11","99","2.86","2024-07-25","2422610"
"Love n Life: Lucky Teacher","0","0","8","0","3.73","3.73","0.44","1.48","-237.5","1.43","2.31","51","1.54","2025-01-10","2445340"
"Love n War: Hero by Chance","0","0","6","0","2.75","2.75","0.44","0.27","37.5","0.16","0.16","65","1.15","2021-01-29","1433420"
"Love n War: Hero by Chance II","0","0","8","0","4.39","4.39","0.55","0.71","-30.0","73.87","3.13","26","1.92","2023-02-14","1627680"
"Love n War: Warlord by Chance","0","0","7","0","2.75","2.75","0.38","0.27","28.6","0.38","0.27","59","0.99","2021-06-20","1508680"
"Love of Magic","0","0","8","0","5.00","5.00","0.60","1.10","-81.8","0.55","14.88","12","1.59","2021-01-18","1270210"
"Love of Magic Book 2: The War","0","0","15","0","8.62","8.62","0.55","0.71","-30.0","1.59","2.14","19","3.84","2022-06-28","1570980"
"Love of Magic Book 3: The Return","0","0","12","0","6.97","6.97","0.60","0.66","-9.1","11.42","6.32","20","3.13","2024-11-23","1992770"
"Love Puzzle","0","0","5","0","3.57","3.57","0.71","0.77","-7.7","0.16","0.16","35","1.87","2021-10-06","1480370"
"Love Ribbon","0","0","5","0","6.59","6.59","1.32","1.98","-50.0","0.38","3.95","19","3.46","2017-01-28","559610"
"Love Sucks: Night Two","0","0","5","0","5.66","5.66","1.15","1.81","-57.1","4.50","3.84","52","3.02","2024-08-08","1719310"
